show,rating,title,content,company,author,date
Follies,8,'Follies',"No one could expect director Eric Schaeffer, a veteran of several Sondheim shows, to fix inherent issues - a momentumless narrative and soapy dialogue. But more originality in his approach, conceptually and design-wise (black drapes - really?), could have helped make a standard-issue show a truly distinctive one.",New York Daily News,Joe Dziemianowicz,09/13/2011
Follies,8,"Reviving an Old Farewell, in Follies","Sondheim himself, in Finishing the Hat, has called the show ""crippled by its size, ambition and mysteriousness, and thus always worth the effort of experimentation."" Director Eric Schaeffer has opted mostly to steer the ship, not re-install the keel, and, as far as I can tell (which, to be honest, isn’t very far), he and choreographer Warren Carlyle have preserved the spirit of Michael Bennett’s original hoofery...Follies is the disease and the cure in one package: I'd advise you to catch it.",New York Magazine,Scott Brown,09/12/2011
Follies,8,Kennedy Center's 'Follies' steps onto Broadway with fleet feet,"The weakling elements evident in Washington last spring have been resiliently bulked up...The creative team behind this production has made the calculation that old age ain’t so bad after all; it’s sort of a baby boomer’s vision of “Follies.” So if the evening doesn’t resonate with much aching authority, it’s packed with entertainment. These dames still know how to light up a stage. And there’s much more to savor in this treatment since it played a sold-out run in the Eisenhower Theater.",Washington Post,Peter Marks,09/12/2011
Follies,7,Follies Is Back!,"Is a serviceable Follies good enough? Yes, because the 1971 classic is such a rich, dark leap into regret, with a witty and poignant Sondheim score--and besides, the Eric Schaeffer-directed production rises to the occasion for Act Two. It's still Follies, and with its go-for-broke emotionalism, this production is definitely worth a visit before they tear down the Marriott and make it a parking lot.",Village Voice,Michael Musto,09/12/2011
Follies,6,Follies,"Director Eric Schaeffer deserves credit for working hard to address the numerous shortcomings of his Kennedy Center production of Stephen Sondheim and James Goldman's towering musical classic ""Follies."" Performances have been retooled, staging and pacing tightened, misconceived choreography redone, misguided casting changed, and a much-criticized red dress has vanished. As a result, the show's potentially vast emotional power, smothered in its initial Washington, D.C., run, has begun to emerge. Unfortunately, problems remain. For those well-acquainted with the work, the result is a cruelly tantalizing miss. For audiences unfamiliar with ""Follies,"" this production may prove more satisfying.",Backstage,Erik Haagensen,09/12/2011
Follies,5,Only score's of note,"The revival that opened last night is in the shaky mitts of journeyman director Eric Schaeffer and a tentative cast led by Bernadette Peters, Jan Maxwell and soap-opera star Ron Raines. Rather than a seamless whole, the show feels like barely connected musical numbers of varying quality.",New York Post,Elisabeth Vincentelli,09/12/2011
Frankie and Johnny in the Clair de Lune,9,‘Frankie and Johnny in the Clair de Lune’: Audra McDonald and Michael Shannon’s Chemistry Burns Up Broadway,"Two thoughts occurred while watching the Broadway revival of Terrence McNally's Frankie and Johnny in the Clair de Lune, which opens Thursday night at the Broadhurst Theatre (booking to Aug. 25). Why couldn't this have opened a few weeks ago and been eligible for the Tony Awards? It would have been a strong contender for Best Revival of a Play, and its two stars, Audra McDonald and Michael Shannon, likely contenders for Best Actor/Actress in a Play.",Daily Beast,Tim Teeman,05/30/2019
Frankie and Johnny in the Clair de Lune,8,Review: ‘Frankie and Johnny’ Were Lovers. Then Came Morning.,"Ms. Arbus, making a strong Broadway debut after a decade of critical success Off Broadway, seems to have realized that the comedy is crucial, not only because her stars trail tragic associations from most of their previous roles but also because the play can teeter on the edge of bathos. Her strategy of dryness and detail and specificity - leaving the poetry to Natasha Katz's lighting - pays off.",New York Times,Jesse Green,05/30/2019
Frankie and Johnny in the Clair de Lune,8,BWW Review: Audra McDonald and Michael Shannon Make Rapturous Music in Terrence McNally's FRANKIE AND JOHNNY IN THE CLAIR DE LUNE,"Director Arin Arbus' production, which handily deals with the 1987 piece's moments that might cause uneasiness with contemporary audiences, floats lovingly across the Broadhurst stage as co-stars Audra McDonald and Michael Shannonskillfully explore the delicate details of the many ways we may choose to expose ourselves to one another.",BroadwayWorld,Michael Dale,05/30/2019
Frankie and Johnny in the Clair de Lune,8,‘Frankie and Johnny in the Clair de Lune’: How a Reagan-Era Rom-Com Holds Up,"Director Arin Arbus skillfully moves her performers around the stage (grungily built by Riccardo Hernandez and adroitly lit by Natasha Katz) and into and out of their convincingly un-stylish clothing (designed by Emily Rebholz), with no attempt to glam up the crummy Hell's Kitchen studio locale. This is the sort of piece where direction ought to be invisible, just clearing space for the actors to breathe and fill the air, and Arbus does fine work. McDonald's Frankie is perhaps more vulnerable and jittery than the script calls for at times but shows inner strength and fire when needed. It's a pleasure to see Shannon luxuriate in a role that plays to his goofy, boyish side. Together, they forge a bond that's deeply moving, a prickly, organic tapestry of comic fluster, flashes of raw hurt, and pulsing erotic heat.",Observer,David Cote,05/30/2019
Frankie and Johnny in the Clair de Lune,8,Frankie and Johnny in the Clair de Lune,"When Johnny refuses to leave Frankie's apartment, even after she threatens to call the police, the creepiness factor is hard to avoid, especially since Shannon has used his lanky frame and craggy face to convey menace so successfully in the past. But for more than two hours, these highly gifted actors-directed by Arin Arbus, and beautifully lit by Natasha Katz-keep a sensitive focus on the gawky humanity of their characters, holding steady through the ups and downs of McNally's emotional ride. They connect, and they draw us in.",TimeOut NY,Adam Feldman,05/30/2019
Frankie and Johnny in the Clair de Lune,8,"‘Frankie And Johnny In The Clair De Lune’ Broadway Review: Audra McDonald, Michael Shannon And New Hope","When Terrence McNally's Frankie and Johnny In The Clair de Lune premiered Off Broadway in 1987, critics saw a sidelong glance at the AIDS crisis and the toll it took on intimacy. Nothing in the text has been changed for the affecting new production opening tonight on Broadway at the Broadhurst Theatre starring a powerful, ideally matched duo in Audra McDonald and Michael Shannon, and so those references to sexual terror remain.",Deadline,Greg Evans,05/30/2019
Frankie and Johnny in the Clair de Lune,8,Review: 'Frankie and Johnny' on Broadway is a beautiful balance between Audra McDonald and Michael Shannon,"But with a lot of help from McDonald and a deceptively expressionistic set from Riccardo Hernandez, the director Arin Arbus effectively operates on the levels of the then and the now. In the best moments of the piece, you think about the different terms of relationships in the 1980s and also how so much and yet so little has changed.",Chicago Tribune,Chris Jones,05/30/2019
Frankie and Johnny in the Clair de Lune,8,‘Frankie and Johnny’ review: More than skin is bared in tender revival,"Audra McDonald and Michael Shannon both bare their bodies and their feelings as Frankie, a guarded waitress, and Johnny, a pushy cook in the same greasy spoon, whose one-night stand could lead to more. So exposed are they that the revival that opened Thursday should be rated X-hilarating.",New York Post,Joe Dziemianowicz,05/30/2019
Frankie and Johnny in the Clair de Lune,8,‘Frankie & Johnny in the Clair de Lune’ Broadway Review: Audra McDonald Sizzles With Michael Shannon,"McNally's hopeful and heartfelt dramedy still carries a message for audiences who have grown perhaps even more jaded about love than those of three decades ago. Sex is easy, and intimacy is hard. And cynicism, while always just within reach, doesn't hold a candle to the untrustworthy but undeniable power of sincerity.",The Wrap,Thom Geier,05/30/2019
Frankie and Johnny in the Clair de Lune,8,FRANKIE AND JOHNNY IN THE CLAIR DE LUNE: ACTING BRILLIANCE IN THE LIGHT OF THE MOON,"Terrence McNally's 1987 two-character play observes a pair of mismatched middle-aged misfits who are stunned to discover-in the light (clair) of the Manhattan moon (lune)-that the future they've both long given up on might just be found in the other's imperfect arms. Mismatched characters, yes; played here by the mismatched but equally brilliant Audra McDonald and Michael Shannon, Frankie and Johnny in the Clair de Lune positively soars.",New York Stage Review,Steven Suskin,05/30/2019
Frankie and Johnny in the Clair de Lune,8,Broadway Review: ‘Frankie and Johnny in the Clair de Lune’,"In 1987, the play's sub-textual message was a no-brainer. Everyone knew then that playing at sex was playing with fire, and McNally had no reason to spell it out. But because there's no need-to-know subtext to a modern-day production like this one, there's always the danger that the story of Frankie and Johnny might seem shallow because nothing more than a love story is at stake. Nothing more, perhaps, than a love story, but my, how those lovers can love.",Variety,Marilyn Stasio,05/30/2019
Frankie and Johnny in the Clair de Lune,7,'Frankie and Johnny in the Clair de Lune': Theater Review,"It's easy to see why Terrence McNally's 1987 romantic two-hander is being presented on Broadway less than 20 years after its last incarnation. Frankie and Johnny in the Clair de Lune, about one very long night in which two lonely souls debate whether or not to take a chance on love, is a veritable feast for actors. And in the new revival directed by Arin Arbus, Audra McDonald and Michael Shannon wolf it down with gusto.",Hollywood Reporter,Frank Scheck,05/30/2019
Frankie and Johnny in the Clair de Lune,7,Audra McDonald and Michael Shannon breathe fresh air into Frankie and Johnny in the Clair de Lune: EW review,"Shannon, who spends almost every moment of the play either naked or in scant cotton boxers, brings kinetic physical energy to the role - a man so bursting with life that he might actually repel outerwear. He's overbearing and utterly charming, often at the same time. McDonald, resolutely stripped of glamor in her worn bathrobe and scrunchie, brings a sort of earthy dignity to a woman who would rather keep her heart behind bars than expose it to hurt again.",Entertainment Weekly,Lea Greenblatt,05/30/2019
Frankie and Johnny in the Clair de Lune,7,Theater Review: Hopeful Silliness and Emotional Intelligence in Frankie & Johnny,"Unsurprisingly, the real treat of this Frankie & Johnny - and perhaps any well-cast Frankie & Johnny - is watching the lively interplay of its two excellent performers. It's a showcase for actors, and there's a sweet, off-kilter, earthy chemistry between the down-to-earth McDonald and the hepped-up Shannon. Though Frankie is often nervous when she speaks, McDonald has a way of half-smiling or half-frowning while she listens that gives the sense of a deep, unarticulated inner life. And Shannon - who spends most of the play in boxer shorts, looking gloriously normal-bodied for a big-time actor - smartly leans into Johnny's oddball qualities and his bursts of childlike enthusiasm.",Vulture,Sara Holdren,05/30/2019
Frankie and Johnny in the Clair de Lune,6,'Frankie and Johnny in the Clair de Lune' review: Stellar cast lifts flimsy production,"As one would expect given their impressive bodies of work, McDonald and Shannon deliver superb performances that combine hyper comedy with underlying vulnerability. However, the revival is misconceived physically, with a lighting grid stationed far too low below the actors and a flimsy exterior backdrop, which affects the extent to which the audience is drawn into the play.",amNY,Matt Windman,05/30/2019
Frankie and Johnny in the Clair de Lune,6,FRANKIE AND JOHNNY IN THE CLARE DE LUNE: LOVE AMONG THE (GLAMOROUS) DOWNTRODDEN,"This may go toward explaining why this impeccably performed production of McNally's sweet, sad, and funny play, crisply staged by Arin Arbus, can feel nevertheless a bit sodden. For all the virtuosity on display, I'm not sure that we ever truly believe the characters, believe that these people are as lonely, and as needy, as the script requires them to be.",New York Stage Review,Jesse Oxfeld,05/30/2019
The Elephant Man,10,"Cooper shines, shares spotlight in robust 'Elephant Man'","Casting one of Hollywood's most beautiful people as Merrick may seem like a gimmick, but this revival, which premiered at the Williamstown Theatre Festival in 2012, offers nothing of the sort. Cooper had, by all accounts, imagined himself in the role before anyone suggested it to him, and he approaches it with total commitment, not only to reflecting Merrick's physical challenges but also to capturing the character's great sensitivity and wit. That's not to say Cooper dominates this staging, robustly directed by Scott Ellis. Playwright Bernard Pomerance also was drawn to Frederick Treves, the surgeon who helped ensure Merrick had shelter and comfort in the final years of his short life, and wrote about him.",USA Today,Elysa Gardner,12/07/2014
The Elephant Man,9,Bradley Cooper’s Regal ‘Elephant Man’ Is Silver Lining For Broadway Revival,"Cooper is the best Merrick yet, in a production sensitively staged by Scott Ellis first seen a couple of seasons back at the Williamstown Theatre Festival. Cooper and Ellis have their cake and eat it too: Although the star suggests Merrick's deformity with no more than a bent arm, a contorted mouth, twisted fingers and a hip-challenging limp, he is aided in the opening scene with blown-up slides of Merrick actually taken by Treves that leave no doubt about what both the man and his acquaintances actually had to contend with.",Deadline,Jeremy Gerard,12/07/2014
The Elephant Man,8,A Chance to Stare. So Go Ahead.,"Within a few moments, Mr. Cooper - without makeup or prosthetics - will have slowly and painstakingly distorted his form and features beyond recognition. From then on, he is not Bradley Cooper, or even someone in the mold of one of the finely detailed neurotics he has portrayed so compellingly in films like ""Silver Linings Playbook"" or ""American Hustle."" Instead, what this actor has become is a big blank slate onto which others may project whatever they choose. One imagines that someone as famous as Mr. Cooper has ample experience of what this feels like.",New York Times,Ben Brantley,12/07/2014
The Elephant Man,8,"'The Elephant Man,' theater review","There's nothing subtle about the conceit, but it still works four decades later. And the credit for that belongs to Cooper, who was nominated for Oscars for ""Silver Linings Playbook"" and ""American Hustle."" To reflect Merrick's physical ravages, the Hollywood A-lister twists and holds his body in punishing positions. For two hours, he forges his mouth into a misshapen O and labors to speak. Grim stuff. But the production boasts ample humor, largely due to Cooper's delivery.",NY Daily News,Joe Dziemianowicz,12/07/2014
The Elephant Man,8,Cooper scores as the 'Elephant Man',"Much of the play is tediously consumed by Treves debating notions of morality and normalcy with his colleagues. But even if the play lacks narrative power, the setup is still fascinating. Unlike the film, where Merrick's grotesque figure was displayed through prosthetics, Cooper solely relies on his physical and vocal abilities to convey all of this, keeping his face and body in twisted positions, speaking in a wobbly tone and moving with a pained gait. It is an extremely demanding role and he pulls it off.",amNY,Matt Windman,12/07/2014
The Elephant Man,8,Broadway Review: ‘The Elephant Man’ Starring Bradley Cooper,"As Treves dispassionately drones on about his subject's twisted limbs and misshapen torso, Cooper stands stock still in a cone of light and silently contorts his own perfect body into an approximation of each deformity. The piece de résistance is his depiction of the ""wide slobbering aperture"" that is Merrick's mouth. Shaping his own mouth into a fleshy oval, the thesp gives expressive voice to the sensitive and intelligent human being imprisoned in his own body. It's a stunning performance, deeply felt and very moving.",Variety,Marilyn Stasio,12/07/2014
The Elephant Man,8,'The Elephant Man': Theater Review,"Pomerance's 1977 bio-drama calls for the central role to be performed without special makeup or prosthetics. It seems almost absurd witnessing hunky Cooper so subsumed by a character renowned for his grotesque deformities that we forget whom we're watching. But in Scott Ellis' production, directed with as much compassion as precision, the illusion becomes complete. In fact, Cooper's tremendously moving performance, along with the sensitive work of co-stars Patricia Clarkson and Alessandro Nivola, transforms this rather starchy play from patronizing edification into a haunting emotional experience.",Hollywood Reporter,David Rooney,12/07/2014
The Elephant Man,8,"Review: Bradley Cooper Transforms Into ""The Elephant Man""","In Ellis's efficient production, first staged two years ago in Williamstown with the same lead actors, the audience is, obviously, tasked with imagining Merrick's disfigurement. Some theatergoers will suggest that you can't look at Cooper and ""not"" see a movie star, People magazine's 2011 ""Sexiest Man Alive."" They'll be wrong, but that's beside the point. Cooper humanizes a man few at the time were willing to treat as human.",NBC New York,Robert Kahn,12/07/2014
The Elephant Man,8,"Elephant Man, Booth THeatre","Never seen The Elephant Man onstage? Then the Broadway revival of this 1977 play, by Bernard Pomerance, will provide a palpable sense of the drama's clear storytelling and elegant dismantling of Victorian hypocrisies. The two-act evening also provides a chance for audiences to gawp at a shirtless Hollywood celebrity, Bradley Cooper, just as 1880s London gaped at the severely deformed man he is portraying, Joseph (here John) Merrick. What the cast, under the direction of Scott Ellis, does not bring out so well is Pomerance's humour.",Financial Times,Brendan Lemon,12/07/2014
The Elephant Man,8,The Elephant Man theatre review: Bradley Cooper plays part of childhood dreams to perfection,"Unlike John Hurt in Lynch's film, Merrick on stage is not overloaded with make-up or prosthetics. Deploying impressive physical dexterity, Cooper contorts his face and body to convey his character's disfigurement. Merrick is rescued from being a touring freak show object in Belgium by Sir Frederick Treves, a surgeon at the London Hospital, who makes it his mission to understand him. Alessandro Nivola brilliantly portrays Treves as a creature of the establishment, ultimately more insecure than his impaired pupil.",Independent,Tom Teodorczuk,12/07/2014
The Elephant Man,8,'The Elephant Man' review: A stellar Bradley Cooper,"But [Cooper] has long been determined, even oddly obsessed with John Merrick, the hideously deformed man who rose from freak-show monster to high-society pet in Victorian London. And we say good for him and his smashing, heart-ripping portrayal. And good enough for Bernard Pomerance's 1977 philosophical adventure story, which, as always, is better on the theatrical adventure than on its fuzzy philosophy. Cooper, arguably the most beautiful creature to play ugly in the multi-award- winning drama, fully justifies the hyped-up anticipation in his first Broadway turn since getting lost in Julia Roberts' shadow eight years ago in ""Three Days of Rain.""",Newsday,Linda Winer,12/07/2014
The Elephant Man,8,Theater Review: 'The Elephant Man',"Fortunately the ensemble is top shelf. Alessandro Nivola engagingly conveys Treve's soft heart and stiff spine. As the actress Mrs. Kendall, Patricia Clarkson is splendidly regal and warm, though strangely, her British accent did a disappearing act. Best of all, though, Bradley Cooper, forced to contort his body and render his face emotionless, managed to express a vast array of emotions through the tiniest of gestures. It's a towering performance delivered in the most subtle fashion and I was extremely moved by him.",NY1,Roma Torre,12/07/2014
The Elephant Man,7,The Elephant Man (2014),"Scott Ellis' lean revival of Elephant is light on frills, very much in line with the long-standing decision to have the actor playing Merrick take on no prosthetics or makeup to convey Merrick's contorted, compromised body. This production's preference is to highlight the short-burst scenes that make up playwright Bernard Pomerance's two acts chronicling Merrick's social transformation as led by Dr. Frederick Treves, a surgeon who assumes care of the abused former circus curiosity. Theatrical grande dame Mrs. Kendal (Patricia Clarkson) also becomes a confidante to Merrick, and awakens his romantic desires, which are unlikely to ever be reciprocated.",Entertainment Weekly,Jason Clark,12/07/2014
The Elephant Man,7,Theater Review: Bradley Cooper and Patricia Clarkson Help Free The Elephant Man,"As Peter Pan is traditionally portrayed by a gamine actress, and Hairspray's Edna Turnblad by a chunky actor, theatrical tradition dictates that John Merrick, the grotesquely deformed title character of Bernard Pomerance's The Elephant Man, be embodied by an extremely handsome, seminude star eager to demonstrate his stage chops. (Among those who have played Merrick on Broadway since Philip Anglim created the role in 1979 are David Bowie, Mark Hamill, and Billy Crudup.) In the new revival, based on the 2012 Williamstown Theatre Festival production, Bradley Cooper more than qualifies: He is extremely handsome, he is seminude (at least part of the time), and not only demonstrates but proves those chops.",Vulture,Jesse Green,12/07/2014
The Elephant Man,7,Bradley Cooper shows off serious acting chops in ‘Elephant Man’,"The ever-fine Clarkson is a marvel of sympathetic restraint. The tender way in which Mrs. Kendal disrobes for Merrick, who's never seen a naked woman, is one of the most moving moments in the show. ""The Elephant Man"" isn't a great play, especially in the way it openly tugs at the heartstrings. But when it's performed well, it's satisfying on a primal level. And yes, it's OK to cry.",NY Post,Elisabeth Vincentelli,12/07/2014
The Elephant Man,6,The Elephant Man,"In interviews, Cooper has spoken warmly of his longtime dream of playing Merrick (the 1980 movie version drew him to acting), and he certainly rises to the physical and vocal challenges. Employing the tradition of using neither prosthetics nor makeup, Cooper adopts Merrick's painfully askew physique, right arm a swollen club, left one strikingly delicate. His breathing is labored and full of gurgles and gasps, yet when Merrick speaks, it is a thoughtful, refined tenor. This collision of monstrousness and grace-of the animal and human-attracts the professional attention of Dr. Frederick Treves (Nivola), who rescues Merrick after he's been abandoned by the abusive circus impresario Ross (Anthony Heald).",TimeOut NY,David Cote,12/07/2014
The Elephant Man,6,The Elephant Man review – Bradley Cooper is almost unrecognisable,"As a meditation on disability it's a lot more sophisticated than what's on offer just up the road in Side Show, but under Scott Ellis's brisk, stylish and slightly hollow direction, the ideas never seem emotionally connected to the experience of the characters. The dramatic events - a crisis of confidence and conscience for Treves, a scandal involving an uncorseted Mrs Kendal - seem obvious contrivance on the part of the playwright rather than incidents demanded by character and circumstance. And yet what does that matter? Well before opening, the show had set box-office records. So step right up, ladies and gentlemen, and see something that will astonish and amaze you: a bona fide Hollywood star in nothing but his skivvies. Really, why bother with a play at all?",Guardian,Alexis Soloski,12/07/2014
A Raisin in the Sun,10,'Raisin in the Sun' shines with Denzel Washington,"Ah, what a difference 10 years and a worthy leading man can make. The new Raisin (* * * * out of four) that opened Thursday at the Ethel Barrymore Theatre is also helmed by Leon, but it stars a riveting Denzel Washington, leading a flawless cast with his best work to date on the Main Stem. The result is a production that, considered alongside its predecessor, is nothing short of revelatory. Where Leon's last Raisin felt stiff and curiously dated, this time he and his company have reclaimed Lorraine Hansberry's 1959 play as an American classic, one that both captures a distinct time in our history and carries an enduring relevance and resonance.",USA Today,Elysa Gardner,04/03/2014
A Raisin in the Sun,10,‘A Raisin in the Sun’: Theater review,"Denzel Washington's popularity makes the revival of ""A Raisin in the Sun"" a hot ticket, but there's a better reason: He and the show are flat-out excellent. Reprising Sidney Poitier's role, Washington is stunning as the dreamer-schemer Walter Lee Younger, whose frustration throbs at the heart of an American classic that is as deeply humorous as it is affecting. The Oscar and Tony winner squeezes this juicy role with all his might, yet also melds seamlessly with his fellow actors...Guided by director Kenny Leon, performances are natural and lived-in, giving the audience the feeling that they're overhearing private conversations. But listening -- and really heeding -- is the point.",NY Daily News,Joe Dziemianowicz,04/03/2014
A Raisin in the Sun,10,NY1 Theater Review: 'A Raisin in the Sun',"Every rare while, a great play is given the production it deserves. That's how it is with this revival of ""A Raisin In The Sun"". Director Kenny Leon tackled the drama 10 years ago with Sean Combs in the lead, but what a difference a star makes. And because the 55-year-old work remains astonishingly relevant today, I can happily say Denzel and company are ""da bomb.""",NY1,Roma Torre,04/03/2014
A Raisin in the Sun,9,No Rest for the Weary,"The spark of rebellion, the kind that makes a man stand up and fight, has almost been extinguished in Walter Lee Younger. As portrayed by Denzel Washington in Kenny Leon's disarmingly relaxed revival of Lorraine Hansberry's ""A Raisin in the Sun"" -- which opened on Thursday night at the Ethel Barrymore Theater -- Walter appears worn down, worn out and about ready to crawl into bed for good. Frankly, he looks a whole lot older than you probably remember him...Mr. Washington's more laid-back approach has a persuasive emotional logic, and it adds a different kind of suspense to ""Raisin."" As the play tells its familiar story of the Youngers' attempts to leave the South Side for the suburbs, with the life insurance money left by Lena's husband, we're less worried that Walter is going to erupt into violence than sink into stasis, dragging his family down with him.",New York Times,Ben Brantley,04/03/2014
A Raisin in the Sun,9,Review: Washington great in 'A Raisin in the Sun',"The show that opened Thursday night at the Ethel Barrymore Theatre is blistering, beautifully acted and superbly touching...Director Kenny Leon gets a second bite of the apple...and offers a throbbing, vibrant production that is a match for this 55-year-old American masterpiece. There's real humor here, too, both physical and scripted. Washington is startlingly good as Walter Lee Younger, the frustrated chauffeur and dreamer. He has the cadences and the trapped physicality in his bones -- warm and loose until he's cold and volatile...The script says Washington is supposed to be 35 -- the actor is 59 -- but all that matters is a brilliant performance, funny and poignant.",Associated Press,Mark Kennedy,04/03/2014
A Raisin in the Sun,9,Reviews of 'A Raisin in the Sun' and 'If/Then',"Mr. Leon is an inspired craftsman who creates the illusion that he's merely staying out of the way of a good script. What he does, of course, isn't nearly that simple, but you'll never catch yourself noticing this or that clever touch. All that's visible is the finished product, a piece of storytelling as plain and true and beautiful as a well-laid brick wall...Mr. Washington, though he looks good, also looks his years, so much so that the script has been quietly and pointlessly altered to make him say he's 40, not 35. (He doesn't look 40, either.) Why does this matter? Because ""A Raisin in the Sun"" is a naturalistic kitchen-sink drama played out on a you-are-there Chicago tenement set designed by Mark Thompson that's so faded and worn that you can almost see through the wallpaper. It's supposed to look real.",Wall Street Journal,Terry Teachout,04/03/2014
A Raisin in the Sun,9,A Raisin in the Sun: Theater Review,"Denzel Washington is the star attraction, but it's the harmonious balance of an impeccably matched ensemble that makes Kenny Leon's lovingly staged revival of A Raisin in the Sun so alive with authentic feeling. The warmth as well as the frictions and frustrations of a real family ripple through this lived-in production, with an accomplished cast that nestles deep into every moment of humor, hope and sadness. Even in its more dated passages, Lorraine Hansberry's groundbreaking 1959 play remains a work of stirring compassion and humanity.",Hollywood Reporter,David Rooney,04/03/2014
A Raisin in the Sun,9,Broadway Review: ‘A Raisin in the Sun’ with Denzel Washington,"Denzel Washington's rabid fans won't be seeing their idol in this heart-stopping revival of Lorraine Hansberry's ground-breaking 1959 play, ""A Raisin in the Sun."" They'll be seeing Walter Lee Younger, the scion of a hard-working black family who sees his dreams of success slipping away on the post-WWII racial battlefront of Chicago's South Side. The performance is a personal triumph for Washington, who refrains from star-strutting to fold himself into a tight-knit ensemble of committed stage thesps who treat this revival like a labor of love.",Variety,Marilyn Stasio,04/03/2014
A Raisin in the Sun,9,"OME > ENTERTAINMENT > THE SCENE Review: Thanks to a Strong Ensemble, Director Kenny Leon's ""Sun"" Shines","Washington has such an easygoing way about him that it seems to transfer by osmosis to the other actors -- we experience this in his first scenes on stage, where he seems to bring his own age down by a half-century, cavorting with son Travis (a very good Bryce Clyde Jenkins, in his Broadway debut) after they one-up Ruth over some small change Travis needs for school. Washington switches just as easily to a man simmering with rage that he can't amply provide for his family. But here's the thing: the actor, 59, plays a character on the cusp of 40 -- that age when we realize we might not accomplish all the things we dreamed of doing in our 20s. From the audience, the discrepancy makes a difference. I spent too much time thinking about how Washington is older than his character, and not enough time enjoying his performance.",NBC New York,Robert Kahn,04/03/2014
A Raisin in the Sun,9,'A Raisin in the Sun' review: Magnificent Denzel Washington,"Remember the questions raised about Denzel Washington being too old to play Walter Lee Younger...Forget all that. Forget any and all reservations, except the kind that are so hard to get for director Kenny Leon's shattering revival of Lorraine Hansberry's seminal 1959 drama about a struggling black family in Chicago. Washington, 59, is magnificent -- disaffected, exuberant, heart-shredding -- as the character Sidney Poitier created on Broadway when just 32. Yes, this Walter Lee now says he is 40, not 35, in one of his raw and bruised laments about a life that never really began. But the numbers mean nothing in this devastating portrayal, except to deepen it.",Newsday,Linda Winer,04/03/2014
A Raisin in the Sun,9,"Theater Review: A Raisin in the Sun, With a Star Who Knows What to Do in the Role","Everyone's moaning about Denzel Washington's age...Well, none of that matters. If anything, Washington comes off as no more mature than his character's pre-adolescent son. His Walter has the caught-in-a-trap itchiness of a teenager. He doesn't walk but rolls into a room, his loosey-goosey limbs desperately insinuating a joie de vivre his actual living lacks. (He's a chauffeur.) Washington has always been a very physical actor, locating the essence of a role in his body and in the music of the words, when he could get his mouth around them...Here, in the second Broadway revival of Lorraine Hansberry's classic, he's almost dancing the part, especially in a priceless drunk scene that ends with his burlesquing black minstrelsy and all but singing ""Mammy."" Even without reference to the previous Broadway Walter -- a stuporous Sean Combs -- this is an electric performance; you forget about the actor's age as quickly as you forget, in most plays that are cast color-blind, about race.",Vulture,Jesse Green,04/03/2014
A Raisin in the Sun,9,Denzel Washington in Broadway’s resonant new “A Raisin in the Sun”,"After a lukewarm stab at ""A Raisin in the Sun"" a decade ago, director Kenny Leon has returned to Lorraine Hansberry's definitive story of African-American aspiration with a potent new Broadway revival starring Denzel Washington and Anika Noni Rose that reaffirms its place in the pantheon of great American drama. In his second crack at Hansberry's 1959 masterwork...Leon in concert with his cast finds the driving rhythm of bitterness that suffuses the work and in particular, the character of Walter Lee Younger. Washington is, in fact, older than Younger by a couple of decades. Nevertheless, the actor gives a sterling account of Walter Lee's careless sourness, an aura of self-defeat that renders utterly credible the decision he makes that all but scuttles the family's rise to middle class security.",Washington Post,Peter Marks,04/03/2014
A Raisin in the Sun,9,Washington leads spirited cast in ‘A Raisin in the Sun’ revival,"'A Raisin in the Sun"" endures for good reason. Lorraine Hansberry's 1959 play - the first by a black woman on Broadway - features several meaty roles and enough dramatic momentum to keep audiences on the edge of their seats. No wonder stars are drawn to this classic, even when they aren't necessarily right for it. Ten years ago, Sean Combs (a?k?a Puff Daddy) picked ""Raisin"" for his Broadway debut.",NY Post,Elisabeth Vincentelli,04/03/2014
A Raisin in the Sun,9,"A Raisin in the Sun, review: 'stirring'","Would Washington bring the energy and intensity required to play the dreamy, often feckless Chicago chauffeur? The answer, for the most part, is yes. So much so that early on you cease to worry about the age gap of only five years between Washington and the formidable LaTanya Richardson Jackson (wife to Samuel L), who plays Walter Lee's God-fearing mother, Lena. ""That's acting,"" Washington said in a recent interview, speaking of the challenges posed by the casting. And if the double Oscar-winner is no longer quite the ""lean"" presence indicated in the text, he fully inhabits the self-described ""volcano"" that is Walter Lee, waiting to erupt.",Telegraph,Matt Wolf,04/03/2014
A Raisin in the Sun,9,"A Raisin in the Sun, review: 'stirring'","Would Washington bring the energy and intensity required to play the dreamy, often feckless Chicago chauffeur? The answer, for the most part, is yes. So much so that early on you cease to worry about the age gap of only five years between Washington and the formidable LaTanya Richardson Jackson (wife to Samuel L), who plays Walter Lee's God-fearing mother, Lena. ""That's acting,"" Washington said in a recent interview, speaking of the challenges posed by the casting. And if the double Oscar-winner is no longer quite the ""lean"" presence indicated in the text, he fully inhabits the self-described ""volcano"" that is Walter Lee, waiting to erupt.",Telegraph,Matt Wolf,04/03/2014
