,show,rating,title,content,company,author,date
538,King Lear,7,'King Lear': Theater Review,"It's often said that there's no greater grief than a parent's loss of a child, so it follows that there's no more devastating moment in King Lear than when the monarch's pitiless odyssey through familial betrayal, rage and madness, triggered by his own blind vanity, leaves him cradling the dead body of the one daughter whose love for him was pure. That goes double when the title character's tragic arc is explored, in Sam Gold's aggressively modern, gender-blind production, by the magnificent Glenda Jackson. The searing pathos of Lear's abject diminishment seems all the more powerful given the steely authority that precedes it.",Hollywood Reporter,David Rooney,04/04/2019
539,King Lear,7,REVIEW: Glenda Jackson is extraordinary as Shakespeare’s mad monarch in uneven production of ‘King Lear’,"Like a lot of intense, progressive, secular work in this time of revolutionary exploration on Broadway, Gold's ""King Lear"" just has a better understanding of what needs to go than what needs to take its place. It wrestles mightily with the play's inherent moralism, religiosity and conservatism, and its demands that we feel our obligations. It seems to say that the old white guys made their mess all on their own.",New York Daily News,Chris Jones,04/04/2019
540,King Lear,6,Review: Glenda Jackson Rules a Muddled World in ‘King Lear’,"It should surprise no one that Ms. Jackson is delivering a powerful and deeply perceptive performance as the most royally demented of Shakespeare's monarchs. But much of what surrounds her in this glittery, haphazard production seems to be working overtime to divert attention from that performance. That includes a perfectly lovely string quartet - playing original music by Philip Glass, no less - that under other circumstances I would have enjoyed listening to. Here, though, this intermittent concert seems to be competing with, rather than underscoring, Shakespeare's bleakest tragedy. The same might be said of Miriam Buether's blindingly gold set (lighted to sear the eyes by Jane Cox), which blazes with nouveau riche vulgarity.",New York Times,Ben Brantley,04/04/2019
541,King Lear,6,King Lear,"Gold's production is full of interesting directorial choices that do not quite cohere into a shared universe for King Lear's characters to inhabit. The subtle Ruth Wilson plays Cordelia with soulful, depressive interiority-in a wise stroke of casting, she doubles as the Fool-while the hyperintense Aisling O'Sullivan, as Regan, looks at every moment like lasers are about to shoot from her eyes. Jayne Houdyshell, John Douglas Thompson and Dion Johnstone offer conventional turns as the play's Lear loyalists; Sean Carvajal flails through the thankless role of Edgar. The Duke of Cornwall is played, in a kilt, by deaf actor Russell Harvard, with Michael Arden signing translation.",TimeOut NY,Adam Feldman,04/04/2019
542,King Lear,6,Theater Review: 'King Lear',"An ill wind is blowing through Broadway's Cort Theatre and it's not coming from King Lear's fabled storm on the heath. It's the misdirection in this latest production of the great Shakespearean tragedy. Fortunately, there's Glenda Jackson in the title role acting up a storm herself; Her mighty talents are just about enough to make up for the many missteps in Sam Gold's flawed staging.",NY1,Roma Torre,04/04/2019
543,King Lear,6,"KING LEAR: GLENDA JACKSON RANTS, RAVES, AND RULES","The rest of Gold's production lacks that kind of laser focus. The time period is murky; let's just say it's after the invention of duct tape, which features prominently in one scene. But there are definite allusions to a certain possibly certifiable current president. Gilded walls...a decorative lion statue...it's very Trump Tower, no? And an often throwaway line by Gloucester (Tony winner Jayne Houdyshell), the play's other deluded dad-""'Tis the times' plague, when madmen lead the blind""-is delivered with a surprising heavy-handedness. Then there's the onstage eveningwear-clad string quartet, which pops up at the most inopportune times, almost drowning out moments like the Lear-Goneril-Regan fight with Philip Glass music.",New York Stage Review,Melissa Rose Bernardo,04/04/2019
544,King Lear,6,King Lear review – Glenda Jackson dominates flawed Broadway show,"Thrilling, cluttered, inventive and exhausting, Sam Gold's King Lear, which stars an impish and imperious Glenda Jackson, throws a stack of director's theater clichés at its marble walls. Some of them stick. Running three and a half hours (padding out the folio with bits of the quarto, like the mock trial scene), the production brings avant-garde techniques to Broadway with variable success. Some of the performances are exhilarating - Jackson, of course, Ruth Wilson, Elizabeth Marvel, Matt Maher in his Broadway debut - some aren't and the storytelling dazzles, then rambles.",Guardian,Alexis Soloski,04/04/2019
545,King Lear,5,‘King Lear’ Broadway Review: Glenda Jackson Triumphs in Cluttered Mess of a Revival,"Would that Gold's production had showed a similar resolve. But he seems to be one of these young Turks who comes to a classic text with ideas - so, so many ideas. And the result is a cluttered mess of a revival that too often threatens to overpower the poetry of the Bard's text and the strengths of some of the production's performances, Jackson's in particular.",The Wrap,Thom Geier,04/04/2019
546,King Lear,5,Theater Review: Once More Into the Storm with King Lear,"There is a tragedy happening at the Cort Theatre, but it's not the tragedy of a rash and overweening English king, his three daughters, and the gaping maw of violent nihilism opened up by his childish demand that they turn their love for him into a competition. It's not the tragedy of a great king gone mad but rather of a great play that's lost its wits and its way. After a royal amount of hype built on the promise of the towering Glenda Jackson's role-defining performance, the painful truth is that Sam Gold's King Lear is a hot, heavy mess. And more painful still, Jackson's Lear fails to transcend it.",Vulture,Sara Holdren,04/04/2019
547,Network,9,'Network': Theater Review,"Anyone familiar with the movie will be prepared for the bleak malevolence of the ending. But van Hove and Hall save their most significant addition for last, replacing Chayefsky's omniscient narrator with a coda in which an out-of-body Howard warns of ""the destructive power of absolute beliefs."" Given the adaptation's shift to make Howard its monumental center, plus the fact that Cranston blows everyone else off the stage, it's fitting that he has the final word.",Hollywood Reporter,David Rooney,12/06/2018
548,Network,9,‘Network’ Broadway Review: Bryan Cranston Conjures a Burnt-Out Bill O’Reilly,"Say what you want about the power of live performance, audiences will inevitably gravitate to the big jumbotron image over the real and tiny thing every time. Van Hove's direction, Jan Versweyveld's lighting and sets, and Tal Yarden's videos not only acknowledge that audience preference, they turn it into an addiction and make it central to what this ""Network"" is all about.",The Wrap,Robert Hofler,12/06/2018
549,Network,9,‘Network’ Broadway Review: Bryan Cranston Goes Suitably Mad,"The adaptation by Lee Hall (Billy Elliot) sticks close to Chayefsky's original script, with mixed results. References to, say, The Mary Tyler Moore Show once gave Network a startling contemporaneity, but now seem a tad camp. And hearing, with fresh ears, that melodramatic monologue that won Beatrice Straight an Oscar does little but suggest just how good Straight was. That's no slight against Alyssa Bresnahan, who plays the role on stage, but lightning can't strike twice.",Deadline,Greg Evans,12/06/2018
550,Network,9,Broadway Review: ‘Network’ With Bryan Cranston,"Bryan Cranston, who could do no wrong as Walter White in ""Breaking Bad"" (and a Tony winner for ""All the Way""), burrows deep under the skin of Howard Beale here: the furrowed brow, the anxious angularity, the searching eyes all indicate a person in extremis. But it's the voice that really makes us feel - and fear - for Beale. Beneath the mellifluous tones of Cranston's professional ""newsman"" delivery we can hear the agitated rasp and incipient howl of a person who's cracking up.",Variety,Marilyn Stasio,12/06/2018
551,Network,9,‘Network’ starring Bryan Cranston review: A knockout take on the classic movie,"Yet even if this ""Network"" doesn't entirely hang together, it's still a fabulous piece of entertainment, directed and performed with verve and showmanship. Just about every directorial choice here - the clocks that count down to Beale's news broadcasts; the applause signs demanding the audience's interaction; a final scene magic trick straight out of ""Harry Potter and the Cursed Child"" - manages to be audacious without feeling show-offy. If you're going to transfer a movie to the stage, this is exactly how to do it, by respecting both forms and then taking a sledgehammer to them. Let the pieces land thrillingly where they may.",NJ.com,Christopher Kelly,12/06/2018
552,Network,7,‘Network’ and ‘The Cher Show’ Reviews: Broadway’s Recycling Bin,"In the case of ""Network,"" Lee Hall's stage version of the 1976 Paddy Chayefsky-Sidney Lumet film about a network anchorman (played in the film by Peter Finch and onstage by Bryan Cranston) who cracks up midway through the evening news and starts telling the truth, the frosting has been whipped up by Ivo van Hove, Europe's most pretentious stage director. Working in close collaboration with Jan Versweyveld, the scenic and lighting designer, and Tal Yarden, the video designer, Mr. Van Hove has given us a TV-screens-and-Plexiglas production that looks thoroughly postmodern. The catch is that Mr. Hall's script, set in 1975, is a faithful adaptation of Chayefsky's screenplay, a once-prescient satire of the dumbed-down future of broadcast news. All of Chayefsky's predictions having long since come to pass, ""Network"" is thus a musty period piece: The bomb has already gone off.",Wall Street Journal,Terry Teachout,12/06/2018
553,Network,6,Network,"With its continual sensory overload and its darkly vague intimations about populism and corporate power, this Network certainly looks cool. But it’s beyond cool: It’s icy. We seem intended to nod our heads and think about how prescient it all was—the mob appeal of anger, a mention of Saudi Arabia—but then to think no more. Network isn’t galvanizing, it’s numbing: emptily flashy in its condemnation of empty flash, inhuman in its wan defense of humanity. It has a superb TV star and a killer catch phrase, but behind the sound and fury is only a shadow of significance.",TimeOut NY,Adam Feldman,12/06/2018
554,Kinky Boots,9,Lauper's “Boots” were made for Broadway,"When it's good, ""Kinky Boots,"" the new Broadway musical with the rocking Cyndi Lauper score, is sweetly, vivaciously, irresistibly good. And when it's not so good - well, let's not dwell for the moment on the not-so-good. The show, which opened Thursday night at the Al Hirschfeld Theatre, is the sort of party for which you will be more than pleased to find yourself on the guest list.",Washington Post,Peter Marks,04/04/2013
555,Kinky Boots,9,Lauper’s ‘Kinky Boots’ Brings Sweet Film to Stage: Review,"Based on the genial 2005 film of the same name, ""Kinky Boots"" is feel-good theater, a cut above similar recent shows like ""Priscilla, Queen of the Desert"" and ""Sister Act."" Lauper's songs are smart and funny, if not always memorable, though Porter kills in ""Sex is in the Heel,"" a number that pretty much sums up the show.",Bloomberg,Jeremy Gerard,04/04/2013
556,Kinky Boots,8,"High Spirits, Higher Heels","""Kinky Boots,"" with a book by Harvey Fierstein and directed by Jerry Mitchell, is a reminder that you don't always have to be a masochist to enjoy being smashed by a steamroller...Unlike her more commercially savvy coeval Madonna, Ms. Lauper has held on to the same goofy image throughout her career, and, equally unlike Madonna, she has always seemed to sing from the heart. That sincerity comes through in ""Kinky Boots""...The leading players here - notably Stark Sands, Billy Porter and Annaleigh Ashford - pick up on the trademark Lauper mix of sentimentality and eccentricity, but each makes it his or her own. Under Mr. Mitchell's precise and affectionate direction, they do what you want performers in musicals to do: they define specific characters by the way they sing and move.",New York Times,Ben Brantley,04/04/2013
557,Kinky Boots,8,"Review: Sweet 'Kinky Boots' an ode to love,","The show that opened Thursday at the Al Hirschfeld Theatre is so full of good will - did you expect anything less from Lauper or Fierstein? - that only a curmudgeon could walk out and not want to hug the crowds in Times Square, even the sketchy ones in cartoon costumes. True, the second half is almost completely unnecessary, the English accents are laughable and the footwear puns are relentless. But who cares? This is a big ol' sweet love story about sons, the families we make and red patent leather...the real star is Porter, who delivers a touching, sassy, nuanced performance, often in 8-inch heels. One character sums up his importance to this show by saying, ""Whenever you leave a room, there's always a great big gaping gap."" Amen.",Associated Press,Mark Kennedy,04/04/2013
558,Kinky Boots,8,You'll get a kick out of ‘Kinky Boots’,"There are few things theatergoers love more than musicals about persistence and self-acceptance. Cyndi Lauper's taken those themes to heart, too, in songs such as ""True Colors,"" so it's no surprise that her first score, ""Kinky Boots,"" finds her at ease on Broadway. And since Lauper teamed up with book writer Harvey Fierstein, the man behind ""La Cage aux Folles,"" rahrah empowerment gushes out of the likable but heavy-handed show as if from a broken pipe.",NY Post,Elisabeth Vincentelli,04/04/2013
559,Kinky Boots,8,STAGE REVIEW Kinky Boots,"Whenever Porter is on stage, though, he elevates a musical that might otherwise seem like a club-ready mash-up of La Cage aux Folles, The Full Monty, Billy Elliot, and Cabaret. Porter displays remarkable vocal versatility, making showstoppers out of three very different but equally catchy Lauper tunes: the disco song 'Sex Is in the Heel,' the affecting ballad 'I'm Not My Father's Son,' and the Whitney Houston-like anthem 'Hold Me in Your Heart.' Thanks to Porter's star-making turn, Kinky Boots delivers some pumps-up kicks. B+",Entertainment Weekly,Thom Geier,04/04/2013
560,Kinky Boots,8,'Kinky Boots': Theater review,"Porter (""Dreamgirls"") is a force of nature as Lola. Sands (""American Idiot""), in the tamer role, makes Charlie wonderfully appealing. Annaleigh Ashford (""Dogfight"") turns her musical lament about choosing the wrong men into a sweet highlight. Andy Kelso is terrific as Charlie's old pal; it's too bad he has just one scene.",NY Daily News,Joe Dziemianowicz,04/04/2013
561,Kinky Boots,8,You'll take a shine to 'Kinky Boots',"The musical highlights are the more boisterous numbers, where Lauper imbues textures lifted from the Motown and disco eras with a sizzling theatricality that's bound to put a little more spring in your step and cheer in your heart. Even if you're just wearing flats.",USA Today,Elysa Gardner,04/04/2013
562,Kinky Boots,8,'Kinky Boots' is a great fit for Broadway,"Lauper, a genuine and necessarily fearless original - happily lassoed for duty on a Great White Way in dire need of a woman with so many melodic hooks in her bag of tricks - has been promoting dance-fueled tolerance for decades. And that distinguished history, judiciously coupled with a book by the famously droll and direct Fierstein, is riveted into the stiletto heels dancing through industrial Britain in this show - a witty, striking and emotionally centered movie-to-musical transfer about a down-at-heel Northampton shoe factory that reinvents itself by making reinforced footwear for hefty drag queens.",Chicago Tribune,Chris Jones,04/04/2013
563,Kinky Boots,8,'Kinky Boots' review: Feel-good musical,"But there is also news in this entirely predictable, tenderly unassuming extravaganza, written by Harvey Fierstein (""La Cage"") and directed by Jerry Mitchell (""Legally Blonde"") with almost scene-by-scene, line-by-line fidelity to the film. That news -- and it is very good indeed -- is Cyndi Lauper, who makes a smashing Broadway debut as composer and lyricist...Lauper, unlike many recent theatrical pop-crossovers, changes her sounds to illuminate each character without losing her identity...Lauper and Fierstein are never onstage, but their spirits elevate a very conventional show with wit and sweetness.",Newsday,Linda Winer,04/04/2013
564,Kinky Boots,8,Kinky Boots,"Yet the musical holds up for the same reason Price & Son's products do: solid craftsmanship and care. Lauper is a musical-theater natural, combining bright, infectious melodies with simple but effective lyrics. As each act progresses, the energy rises palpably, boosted by a heart-strong cast. Porter brings tough sass, wounded dignity and husky vocal authority to a part he has seemingly been training all his life to play; and as Charlie's lovelorn underling, the sweetly tart Annaleigh Ashford-she of the perfectly timed comic take-adds another stolen show to her rap sheet. The overall effect is nigh irresistible; if you've been low about this season's musicals, Kinky Boots may be just the thing to get you back on your feet.",Time Out NY,Adam Feldman,04/04/2013
565,Kinky Boots,8,Theater Review: Kinky Boots Steps Up and Stands Out,"So, okay, it's not Company-nobody's reinventing the form here. That's all right. What we have, in Kinky Boots, is a well-fitted, well-staged toe-tapper in the contemporary big-Broadway idiom. It's never boring; it's never shocking; you are likely to leave entirely entertained and satisfied. Can't argue with that. The Boy George musical Taboo, which went down some of the same yellow brick roads in 2002, was a somewhat more ambitious show that never cohered; Kinky Boots is clearer, brighter, and much, much better.",Vulture,Christopher Bonanos,04/04/2013
566,Kinky Boots,8,"Kinky Boots, Al Hirschfeld Theatre, New York – review","The love stories, as it happens, are among the few disappointing bits in Boots, which has been given tuneful songs by Cyndi Lauper, in her Broadway-composer debut, and infectious direction and choreography by Jerry Mitchell. Central character Charlie Price has inherited his family's shoe factory in Northampton, just at the moment when his girlfriend, Nicola, has whisked him away to London for a more stylish life. As Charlie, Stark Sands is saddled with an odd second-act plot development, but is redeemed with a winning finale.",Financial Times,Brendan Lemon,04/04/2013
567,Kinky Boots,7,Kinky Boots: Theater Review,"Who doesn't love Cyndi Lauper? A proudly idiosyncratic pop priestess since the early '80s, she's always been way more real than her contemporary, Madonna, let alone such 21st century descendants as Lady Gaga and Nicki Minaj. Rocking the thrift-store chic and subjecting her hair to chemical torture, Lauper has made a career out of celebrating her extravagant individuality and everybody else's with the unpretentious chutzpah of a true-blue Queens girl. The fact that her infectious spirit shines through every number in her first Broadway musical score is unquestionably the chief asset of Kinky Boots, helping to elevate the show above its familiar template.",Hollywood Reporter,David Rooney,04/04/2013
568,Kinky Boots,7,‘Kinky Boots’ Is the Feel-Good Musical of the Season,"There's no use putting up a fight with ""Kinky Boots."" The Broadway adaptation of the hit 2005 Miramax film about a struggling shoe factory in the north of England and the drag queens who help to save it is the feel-good musical of the season. Yes, Harvey Fierstein's funny book is a bit too bald, Cyndi Lauper's catchy songs are more lyrically repetitive than they should be, and director-choreographer Jerry Mitchell slights character and story in favor of splashy production numbers. Still, boasting a powerhouse performance from Billy Porter as Lola, the drag queen who's also a trained boxer, the damn thing works.",Backstage,Erik Haagensen,04/04/2013
569,Kinky Boots,7,Kinky Boots Kicks Up Its Heels On Broadway: My Review,"The show is slow to get off its feet--eek, sorry again--but then it starts simmering, at times coming off like a very special Broadway Bares, with more of a throughline...Cyndi Lauper's score is varied, rich, and much more interesting than the usual Broadway fare...By the end, the talented Porter has veritably become Whitney Houston while learning the importance of being a man. Some of the themes and machinations may seem off the conveyor belt--a device that's integral to one of the numbers--but when a musical is accessorized with stagecraft like this, one learns acceptance. You'll stand at the end, even if it hurts.",Village Voice,Michael Musto,04/04/2013
570,Kinky Boots,6,Theater Review: 'Kinky Boots',"At first glance, ""Kinky Boots"" would appear to contain all the ingredients of a hit musical...So why does this musical, which looks and acts like a crowd-pleaser, still feel so unsatisfying? The biggest problem is that Lauper's electric-pop songs are generic. Furthermore, Jerry Mitchell's production resembles a slick but uninspired rehash of all his earlier shows such as ""The Full Monty"" (the working class environment), ""La Cage aux Folles"" (flashy drag queens and Harvey Fierstein's one-liners) and ""Hairspray"" (a spunky spirit). But there is a saving grace to ""Kinky Boots"" and it's Billy Porter, who imbues the role of Lola with fierce diva attitude in a Tony-worthy performance. 2.5 stars",amNY,Matt Windman,04/04/2013
571,Kinky Boots,6,Review: Cyndi Lauper and Harvey Fierstein Don Their “Kinky Boots”,"If you're going to stage a musical about fathers and sons, expectations and disappointment, you couldn't ask for more promising shepherds than rock icon Cyndi Lauper and four-time Tony winner Harvey Fierstein. Separately, each has created some of the more affirming material in the self-acceptance canon (think ""True Colors,"" and ""La Cage aux Folles""). What the duo has conjured together in ""Kinky Boots,"" which has just opened at the Al Hirschfeld Theatre, is a vibrant, if choppy tale about carving your own identity, with bold, brassy music that delivers on its promise, and a story that, like so much from this genre, is often predictable.",NBC New York,Robert Kahn,04/04/2013
572,Kinky Boots,6,Kinky Boots – review,"We can credit costume designer Gregg Barnes with the boots - they really are luscious. But similar originality evades most of the songs, which, though tuneful enough, fade from the mind as soon as the last note has sounded. A few exceptions are The History of Wrong Guys, a clever girl/dumb choices number milked gleefully by Annaleigh Ashford, and I'm Not My Father's Son, a duet for Sands and Porter. Most of the others, even those that promise well, ultimately come across as generic, accomplishing little in terms of revealing character or driving plot. Certainly there's nothing to rival the poignancy of Time After Time, or even the daffy joy of She Bop. Still, Broadway audiences just wanna have fun, and if it means giving a standing O to a uneven book and score, they'll do it.",The Guardian,Alexis Soloski,04/04/2013
573,Kinky Boots,5,Theater review: 'Kinky Boots',"What ""Kinky Boots"" sorely lacks is a dramatic commitment to what it's doing. Which is why a show that seems to make few false steps is so relentlessly tedious.",NorthJersey.com,Robert Feldberg,04/04/2013
574,Kinky Boots,4,The Who-Cares Test,"Ms. Lauper, who is better known as a singer than a songwriter, has written the score of ""Kinky Boots"" all by herself, and it sounds like it came off a boxed set called ""Cyndi: The Deservedly Forgotten Late-'80s B-Sides."" Jerry Mitchell, the director and choreographer, has done his best to make something out of nothing, but he is incapable of coaxing an interesting performance out of Mr. Sands, who is a good singer and a dull actor. Mr. Porter, more or less conversely, is a good actor and a just-about-adequate singer. Who cares? You won't.",Wallstreet Journal,Terry Teachout,04/04/2013
575,The Band's Visit,10,‘The Band’s Visit’ review: New musical based on Israeli film is a must-see on Broadway,"While there is little plot or character development, one by one the players open up in song and dialogue, revealing that they are suffering from emotional paralysis and the monotony of everyday life. The integration of David Cromer's intimate and sensitive direction; David Yazbek's Middle-Eastern flavored score, much of which is performed onstage by cast members; and Itamar Moses' book, which hews closely to the original screenplay, is so seamless that it is virtually impossible to pick apart. They have turned a slight, short, quiet tale into an urgent, realistic and relatable portrait of vulnerable individuals from different cultures who are able to make an unexpected human connection, often just through a shared appreciation for music.",amNY,Matt Windman,11/09/2017
576,The Band's Visit,9,Review: ‘The Band’s Visit’ Is a Ravishing Musical That Whispers With Romance,"Breaking news for Broadway theatergoers, even - or perhaps especially - those who thought they were past the age of infatuation: It is time to fall in love again. One of the most ravishing musicals you will ever be seduced by opened on Thursday night at the Barrymore Theater. It is called ""The Band's Visit,"" and its undeniable allure is not of the hard-charging, brightly blaring sort common to box-office extravaganzas.",New York Times,Ben Brantley,11/09/2017
577,The Band's Visit,9,BWW Review: David Yazbek and Itamar Moses' Captivating THE BAND'S VISIT Moves To Broadway,"Though richly textured dramatically, the mood of the piece is largely introspective until a lively closing jam session that unites the actor/musicians with their non-acting musical colleagues. While THE BAND'S VISIT never preaches its message of human fellowship beyond hostile borders, this final moment is a joyous expression of unity.",BroadwayWorld,Michael Dale,11/09/2017
578,The Band's Visit,9,"The Band's Visit is a sweet, haunting stopover in the desert: EW stage review","The Band's Visit is understated, probably better described as charming than life-altering, but its scale reinforces the moral themes of the musical itself. Nothing very important happens, no. A boy learns how to talk to girls, a woman recognizes the ways in which she's become stuck, a couple breaks apart and comes together again. Some of these humans who have lost things and who are lost themselves happen to be Arab, and some happen to be Israeli. It's a quiet, beautiful thing The Band's Visit does, and while I wished there had been more something - more emotional payoff, or catharsis - I also recognize that that's sort of the point. A-",Entertainment Weekly,Dana Schwartz,11/09/2017
579,The Band's Visit,9,'The Band's Visit': Theater Review,"One of the small miracles of The Band's Visit is that this wistful new musical - in which themes of waiting, yearning and inertia play a significant part - weaves such seduction out of ephemeral encounters unfolding over a single uneventful night. As soothing as a cool breeze across desert sands, this gorgeous, minor-key show won a deserved cluster of awards in its premiere late last year at the Atlantic Theater Company. It transfers to Broadway with its delicate alchemy intact, borne aloft by the intoxicating Middle-Eastern rhythms of David Yazbek's original score, and by the soulful performances of an exemplary ensemble.",Hollywood Reporter,David Rooney,11/09/2017
580,The Band's Visit,9,Aisle View: A Little Jasmine-Spiced Night Music,"There's music in the air at the Barrymore: sweetly lush, jasmine-scented melody which bathes the stage-and the audience-in an evening of enchantment. The Band's Visit is the title, from composer/lyricist David Yazbek, bookwriter Itamar Moses and director David Cromer. A uniquely unconventional musical told in a new manner, it follows pretty much in the steps of Fun Home, Hamilton and Dear Evan Hansen: which is to say, it is another musical which tracks a new, different and exciting path.",Huffington Post,Steven Suskin,11/09/2017
581,The Band's Visit,9,"“The Band’s Visit” Translates Those Muted, Indie-Film Longings to Broadway","""The Band's Visit"" doesn't quite shake its cinematic roots-you can still sense the understated quirkiness of an indie film-but it succeeds on the strength of its cast and creators, who know exactly what, and when, to hold back. We're left wondering what significance the orchestra's time in Bet Hatikva will have for the characters, but one thing is certain: they'd never fess up to it. ""Once, not long ago, a group of musicians came to Israel, from Egypt,"" Dina says after the band departs, retreating back to her café and her poker face. ""You probably didn't hear about it. It wasn't very important.""",The New Yorker,Michael Schulman,11/09/2017
582,The Band's Visit,9,"‘The Band’s Visit’ is gentle, soulful, tuneful — and the best new musical on Broadway","Beautiful music, beautiful story, beautiful acting. To quote the Emcee in ""Cabaret"": Even the orchestra is beautiful. In this case, it consists of eight actor-musicians, portraying the members of a ceremonial police band from Alexandria, Egypt, who have been invited to play a good will concert in Israel. Except they arrive in the wrong town, a desert backwater where the blasé residents can't be shaken easily out of their arid torpor. Not even by the sudden appearance in their midst of courtly, uniformed fellows from a neighboring if culturally distinct country, bearing clarinets and cellos and the enticing hints of the world beyond.",Washington Post,Peter Marks,11/09/2017
583,The Band's Visit,9,Review: Last Season’s Best Musical ‘The Band’s Visit’ Re-Opens On Broadway; ‘Office Hour’ At The Public,"Feed your soul: Go see The Band's Visit. Now that this exquisite musical has moved uptown to Broadway - it opened tonight at the Ethel Barrymore Theatre - I can make that recommendation with only one caveat, which is to spring for center orchestra seats, but more about that later. The rare film-to-musical adaptation that enhances the source material, The Band's Visit has stayed with me in the year since it opened off-Broadway at the Atlantic Theater Company, like a dream from which I never wanted to awaken.",Deadline,Jeremy Gerard,11/09/2017
584,The Band's Visit,9,‘The Band’s Visit’ shimmers on Broadway with Tony Shalhoub and Katrina Lenk: theater review,"""The Band's Visit"" takes place in the desert and, like a mirage, it shimmers. But better. Because this hushed, heart-melting musical is real - and truly magical.",NY Daily News,Joe Dziemianowicz,11/09/2017
585,The Band's Visit,9,Broadway Review: ‘The Band’s Visit’,"The set's a bit grander and the music sounds richer, but success hasn't spoiled this embraceable musical fable about the surprising friendships that bloom in the middle of a political desert. In this Broadway transfer of an Off Broadway hit, human error sends an Egyptian military band to a depressed Israeli outpost in a desert wasteland - and human connections bring Arabs and Israelis together on common ground.",Variety,Marilyn Stasio,11/09/2017
586,The Band's Visit,9,"Review: In 'The Band’s Visit' on Broadway, a cultural divide comes to a small Israeli town","""The Band's Visit' is only 90 minutes. For some, it will seem like a strange and esoteric Broadway musical, which is not wrong. There is no mention of any macro Arab-Israeli conflict whatsoever. No need. This is a remarkable and boundlessly compassionate and humanistic piece of theater. It lets us know that that is as absurd an enmity as all the other things about which we fight.",Chicago Tribune,Chris Jones,11/09/2017
587,The Band's Visit,9,"‘The Band’s Visit’ review: Poignant, beautifully told musical","Performances and staging are finely crafted throughout, but the brilliance of this piece is truly in the music and lyrics of David Yazbek. In a departure from his work on shows such as ""The Full Monty"" and ""Dirty Rotten Scoundrels,"" he perfectly brings all these stories to life with rich ballads, smooth jazz, a touching lullaby, even some klezmer.",Newsday,Barbara Schuler,11/09/2017
588,The Band's Visit,8,The Band's Visit,"When we meet the Israelis, they are adrift on the central turntable of Scott Pask's set, waiting for anything to happen-""just something different."" Bittersweet and built for adults, The Band's Visit is certainly different from most modern musicals. Will Broadway audiences be willing to take its journey? That's the challenge this production offers, a line drawn gently in the shifting sand.",TimeOut NY,Adam Feldman,11/09/2017
589,The Band's Visit,8,‘The Band’s Visit’ Is the Best New Musical on Broadway,"The 95-minute musical, directed by David Cromer and first performed last year off-Broadway at the Atlantic Theater Company, is such a contrary enterprise in many ways, not just in terms of the bright lights and brassiness one associates with Broadway musicals (it has none), but also in the story it does tell, and how that too proves to be nothing you would expect from it.",Daily Beast,Tim Teeman,11/09/2017
590,The Band's Visit,8,Theater Review: The Band’s Visit Finds Strength in Its Smallness,"Director David Cromer, book writer Itamar Moses, and composer/lyricist David Yazbek are clearly unified in their pursuit of the specific and the humane over the grandiose. Together they've created a play of deep integrity - funny, generous, sweet without sentimentality, poignant without melodrama, and emotionally expansive even as it insists upon its own smallness.",Vulture,Sara Holdren,11/09/2017
591,The Band's Visit,7,'The Band's Visit' review: Is this much-hyped musical a little too low-key?,"Yet having now seen ""The Band's Visit"" twice, I'm still not able to shake the feeling that it doesn't add up to much -- and that it certainly doesn't stick to the ribs. (When I saw it again last week, I barely remembered anything of the off-Broadway production, despite only ten months having passed.) Director David Cromer and lighting designer Tyler Micoleau keep the light low and dreamy. Voices, too, are rarely raised, even when the characters are supposed to be angry with one another. The show is so low-key, so determinedly un-flashy that it occasionally seems in danger of sliding right off the stage.",Chicago Tribune,Christopher Kelly,11/09/2017
592,Anastasia,9,Tweaked 'Anastasia' An Even Stronger Show On Broadway,"In its yearlong journey from Hartford to Broadway, ""Anastasia"" has found itself. When this sweet-natured musical of self-discovery premiered a year ago at Hartford Stage, it was just as lush and romantic, but underneath those gorgeous trappings it seemed uneven, insincere, unsure of itself. At the Broadhurst Theatre, where it opened Monday night, the show is now fluid, smooth and clear-headed. ""Anastasia"" has not fundamentally changed. But dozens of small fixes have made it a much sharper show. Had the Hartford Stage version hurried to Broadway sooner without these tweaks - or heaven forbid, had not tried out in Hartford at all - the show's stylistic inconsistencies would have doomed it. It speaks and sings now with a stronger voice.",Hartford Courant,Christopher Arnott,04/24/2017
593,Anastasia,9,Flipping the Fairy Tale: 'Anastasia' Turns a Beloved Animated Film into a Serious Broadway Hit,"Broadway's got a bright new star, and her name is ""Anastasia."" The 1997 beloved animated movie has been transformed into a magical new stage musical, now open at the Broadhurst Theatre, with a much-improved book by Terrence McNally, added songs from the film's composers Stephen Flaherty and Lynn Ahrens, and a star-making performance by actress Christy Altomare. Fans of the original 20th Century Fox flick (who call themselves ""Fanastasias"") will surely be satisfied with the offering, while those who skipped the cartoon should realize this isn't the fairy tale fluff they might have initially assumed it to be.",NBC New York,Dave Quinn,04/24/2017
594,Anastasia,8,‘Anastasia’ review: Christy Altomare is smashing in Broadway’s musical adaptation,"Combine early 20th-century Russian history with bits and pieces of ""Les Miz,"" ""My Fair Lady"" and ""Newsies,"" and you've got ""Anastasia,"" the uneven but well-meaning and mostly pleasant new Broadway musical based on the 1997 animated film of the same title from 20th Century Fox.",amNY,Matt Windman,04/24/2017
