manual_label,show,rating,title,content,company,author,date
1,Hillary and Clinton,8,"BWW Review: Laurie Metcalf, John Lithgow Debate The Art of Getting Elected in Lucas Hnath's Political Fan Fiction HILLARY AND CLINTON","One might wonder if, a century or so from now, audiences might be able to see Hillary and Clinton with fresh eyes, uninformed by public knowledge and public opinion. But for now, it's those previous opinions we hold that act as additional characters in this vibrant social commentary comedy about the job of getting elected.",BroadwayWorld,Michael Dale,4/18/19
2,The House of Blue Leaves,7,'The House of Blue Leaves' revival,"Whatever we think we know about the absurdity of modern celebrity, forget it. Believe me, John Guare saw it first and said it better. As early as ""The House of Blue Leaves,"" circa 1970, the playwright nailed people's desperate hunger to be famous, or at least chummy with the famous, and made it all as wretched and laughable as anything curdling our culture today.",Newsday,Linda Winer,4/25/11
2,My Fair Lady,9,My Fair Lady returns to Broadway with a captivating new Eliza: EW review,"Higgins is as always a comically insufferable narcissist but Hadden-Paton (who played Bertie Pelham on Downton Abbey) gives him a shot of sex appeal, which helps. Norbert Leo Butz, as Eliza's foolish father, gives a showstopping performance. But this revival really seems to draw its energy from the women - from Ambrose's damaged and determined Eliza, as well as Diana Rigg (Diana Rigg!) as the dry, wise, seen-it-all queen of common sense, Mrs. Higgins. Their spirit, and their refusal to allow the ridiculous impulses of men go unchecked, points to the irony in the title: Sure she's fair, but she does not belong to you.",Entertainment Weekly,Jess Cagle,4/19/18
2,The Mystery of Edwin Drood,9,Raising the Dickens in All of Us,"In an era when Broadway revivals of beloved musicals can seem dispiritingly skimpy, this handsome production offers a generous feast for the eyes, trimmed in holiday cheer for an added spritz of currency...And the evening__ performers _ including a bona fide Broadway grande dame, Chita Rivera; a host of plush-voiced singers; and the jovial imp Jim Norton as the evening__ M.C. _ throw themselves into the winking spirit of the show...Despite its varied charms, __he Mystery of Edwin Drood_ remains a musical that ultimately adds up to less than the sum of its hard-working parts. The overelaborate finale _ which includes not only the choosing of the murderer but also the selection of a detective and a happy couple to be paired off _ somewhat taxes our delight in taking part__But then, who has not felt a bit deflated upon completing a page-turning detective story?...The musical __dwin Drood_ at least leaves behind moments of shimmering musical pleasure to savor, long after the miscreant of the night has been booed off the stage.",New York Times,Charles Isherwood,11/13/12
0,Breakfast at Tiffany's,6,__reakfast at Tiffany___ Hasn__ Been Rethought in Theatrical Terms,"Playwright Richard Greenberg has adapted Truman Capote's novella ""Breakfast at Tiffany's"" for the theater with remarkable fidelity-and that's the problem. Capote's wispy memory tale, told principally in carefully carved prose, may be hypnotic on the page, but it's dull onstage, with too much narration and not enough drama. Greenberg and director Sean Mathias haven't rethought it in theatrical terms. Add to that a game but awfully artificial performance by Emilia Clarke as Holly Golightly, and it's enough to give you a case of the mean reds.",Backstage,Erik Haagensen,3/20/13
0,Bandstand,7,Broadway Review: Swing Musical __andstand_,"There's a different ""band of brothers"" on stage in ""Bandstand,"" the earnest and often-entertaining musical that, set immediately following WWII, never quite achieves its noble ambitions. Despite the fluid staging and evocative choreography by Andy Blankenbuehler (""Hamilton""), an uneven book, undistinguished dialogue and only-serviceable tunes keep the show from meeting its deeper, darker and good-intentioned aspirations.",Variety,Frank Rizzo,4/26/17
0,Noises Off,6,Noises Off,"Noises Off is a precision-timed laugh machine, and director Jeremy Herrin's ensemble is peppered with some of New York's finest comic actors. So why did I chuckle so little-perhaps even less than at the weak 2001 mounting?...There's the culture gap: Good as our American troupers are, they don't quite get the jauntily sleazy vibe of English sex comedy...If nothing else, this should be a retro hoot and a chance for nine actors to show off their slapstick and goofing. How can anyone not cackle at master-of-squirm Jeremy Shamos slipping-for what seems an entire minute-in sardine juice? Okay, that one got me. So, fleetingly, did other elements: Megan Hilton's blond ditz, giving superbly wooden-chirpy line readings; Rob McClure's mousy, frantic understudy/stagehand; and Andrea Martin, going full zany and threatening a cheating lover with an ax. But these are only sparks, not a blaze.",TimeOut NY,David Cote,1/14/16
0,Jesus Christ Superstar,6,NY Review: 'Jesus Christ Superstar',"McAnuff deserves credit for an admirable job of pacing__he show flies by at a little less than two hours__nd a talented cast displays an array of powerful rock voices. Paul Nolan__ Jesus reaches the heights of anguish and yearning without going overboard. Chilina Kennedy has a lovely, liquid tone that subtly imparts Mary Magdalene__ need for totally accepting Christ__ love and her reluctance to give up her old wanton ways, especially on the gentle __ Don__ Know How to Love Him._ Special kudos to understudy Jeremy Kushnier, who stepped into the pivotal role of Judas for an ailing Josh Young. Kushnier meets the difficult requirements of the demanding score while making Judas more than a hissable villain. He makes the decision to betray Jesus understandable if not sympathetic. The reliable Tom Hewitt makes for a formidable Pilate. As the high priest Caiaphas, Marcus Nance has a bass that flows like melted butter, while Lee Siegel, as Simon, and Mike Nadajewski, as Peter, have strong moments.",Backstage,David Sheward,3/22/12
2,Love Letters,8,Love Letters,"Dennehy, a two-time Tony winner, has been a steady presence on Broadway in the last few decades--and he brings a stalwart, hunched-over gravitas to Andrew, a self-serious young man who's brief youthful indiscretions naturally give way to a Rockefeller-Republican conservatism. The real surprise here is Farrow, returning to the Main Stem for the first time in 18 years...She's a real actress, and she uses her considerable tools and her wonderful voice to evoke Melissa's girlish naivete, her teenage petulance, and then her grown-up insecurity...Love Letters reminds us that class can not only us in our place, but thwart any effort to forge real connections outside of ourselves. B+",Entertainment Weekly,Thom Geier,9/18/14
1,A View from the Bridge,7,__ View From The Bridge_ Brings A Bloodbath To Broadway _ Review,"I have to admit I'm of two minds about Van Hove's A View From the Bridge. My 30-year-old critic self probably would have thrilled to the ballsiness of turning a naturalistic melodrama into a Greek tragedy. Doing so adds a layer of meaning the way the cover of Abbey Road added a layer of meaning to the Beatles mythology. But my older-critic self says, ""Leave the damned play alone."" Leave us to draw the connection from Eddie Carbone to Willie Loman (Death Of A Salesman) and Joe Keller (All My Sons) - men whose sense of their own manhood cannot survive the emasculating pressures of making it in America. In the end, Eddie impotently demands his ""respect"" - even though he's committed the ultimate crime of ratting out his countrymen to Immigration. Even sexual congress with Catherine would have been more forgivable than that. Eddie's tragedy, like Willy's and Joe's, is that he is no hero at all, but a victim not only of his own tortured desire (perhaps it's Rodolpho he really wants?) but of his inability to gain entree to that American Dream he's been sold on.",Deadline,Jeremy Gerard,2011/12/15
0,Significant Other,6,"Theater Review: Significant Other Is Still a Too-Loud, Too-Long Wedding Reception","If only Significant Other, which opened tonight on Broadway, were as dramatic. But although Joshua Harmon's sour comedy has many fine supporting qualities - wit, a neat structure, lacerating dialogue, and a clutch of terrific performances from a cast led by Gideon Glick - they don't have very much to support.",Vulture,Jesse Green,2003/2/17
1,Bright Star,7,__right Star_ is a spoonful of southern sugar.,"Director Walter Bobbie's production in the Cort Theatre, where the musical had its official opening Thursday night, retains the intelligently spare look of the incarnation in the Kennedy Center's Eisenhower Theater. (It's also tauter - about 10 minutes shorter than it was in Washington.) Evoking a bucolic North Carolina of the 1920s and '40s, set designer Eugene Lee deploys a skeletal cabin on wheels as the visual centerpiece, in which the band, expertly conducted by Rob Berman, sits and strums Martin and Brickell's amiable tunes, albeit with some oddly-set lyrics. It's also worth noting that one of the biggest hands of the evening comes for the orchestra's playing of the entr'acte, the purely instrumental interlude that greets us after intermission.",Washington Post,Peter Marks,3/24/16
0,A Streetcar Named Desire,4,NY Review: 'A Streetcar Named Desire',"Sometimes there's yuks so quickly. The latest production of Tennessee Williams' masterwork ""A Streetcar Named Desire"" is an unfathomable misstep from the gifted Emily Mann, whose work I have often admired as both director and playwright. Helmer Mann and her starry cast treat the work as if it were a combination soap opera and sitcom. The result is embarrassing and sad.",Backstage,Erik Haagensen,4/22/12
2,Waitress,8,'Waitress' serves up a slice of star power in Jessie Mueller,"Musicals commonly have a second-act problem. ""Waitress"" is one of the few that actually gets better as it goes along. Paulus' direction grows more supple, the quirks of the characters become more richly inhabited, the music travels to more poignant places and Mueller's performance just goes from strength to strength....Admittedly, the comic coincidences and plot conveniences don't stand the test of realism and the ending is sentimental in a non-rom-com way. But the show's heart is earned through the beauty and integrity of Mueller's work....In an era glutted with gifted musical theater performers, she stands out as a luminous everywoman.",LA Times,Charles McNulty,4/24/16
1,A Streetcar Named Desire,5,Theater review: Broadway revival of 'A Streetcar Named Desire',"There's little poignancy in the performance. When Blanche goes crackers at the end, it seems to come out of nowhere, rather than being the inevitable result of a long slide. [...] Blair Underwood, another performer from films and TV who is normally a sensitive actor, overdoes Stanley's macho-ness to the point of excluding any other qualities.",Bergen Record,Robert Feldberg,4/22/12
1,Born Yesterday,7,Born Yesterday,"There are very few shows in which the set earns more applause than its top-billed TV stars, but the breezy Broadway revival of the 1946 comedy Born Yesterday is one of them. John Lee Beatty has designed a radiant art deco gem of a hotel suite with gilded fixtures, glimmering onyx woodwork, ruby-red upholstery, and satiny sapphire walls. Topped off by fat swirls of curlicue chalk-white molding, it is - just as playwright Garson Kanin dictated in his stage directions - 'a masterpiece of offensive good taste.' No wonder it trumps Robert Sean Leonard's entrance. And, a few minutes later, Jim Belushi's entrance. But after Nina Arianda slinks her way down the center staircase, curtsies clumsily, and storms back up the steps, the set doesn't seem quite as glossy. As bubble-headed bottle blonde Billie Dawn - a role that won Judy Holliday an Oscar in 1950 - Arianda is giving a performance that could be called breakout, though breakout somehow seems insufficient.",Entertainment Weekly,Melissa Rose Bernardo,4/27/11
0,Wit,6,"Wit, Friedman Theatre, New York","Nixon has given numerous first-rate performances in contemporary fare _ at this same theatre, she etched a fine portrait of motherly grief in Rabbit Hole. For Wit, her voice is not ideally tuned: neither sly enough to land all the jokes nor deep-welled enough to convey the fear of death.",Financial Times,Brendan Lemon,1/26/12
1,China Doll,8,"__hina Doll_ Broadway Review: Al Pacino, David Mamet Play With Politics and Greed","David Mamet has written a devastating portrait of a David Koch/Sheldon Adelson-style tycoon whose deep pockets fund at least one prominent governor...There's only one other character in the play, Ross' assistant (Christopher Denham), who is merely a prop for most of the play's two hours -- until he becomes something much more...What's most fascinating about ""China Doll"" is Mamet's leisurely drawn-out exposition...It's a very slow burning first act under Pam MacKinnon's direction, but along the way Ross drops tidbits...The carefully parsed-out details that we do learn, however, make for a riveting second act. Much of the language is sublime and there are great one liners along the way...But would ""China Doll"" work without Pacino or a star of his caliber? No way...In ""China Doll,"" [Pacino] brings out his entire arsenal of shtick: the popping eyes, extremes in vocal register, exaggerated dipthongs, overly punctuated words.",The Wrap,Robert Hofler,2012/4/15
1,The Gin Game,8,"James Earl Jones, Cicely Tyson giving winning performances in 'The Gin Game'","Although it's hard to believe that it deserved a Pulitzer Prize, ""The Gin Game"" is a nice little play about an unlikely friendship, and Leonard Foglia's revival is generally pleasant. Showing strong chemistry, Jones and Tyson make fine sparring partners. With pitch-perfect delivery, Jones digs into every line with fervor, booming bombast and an endearingly cranky spirit, while Tyson has a warm presence and navigates her character's dramatic moments with aplomb.",amNY,Matt Windman,10/14/15
0,True West,7,Theater Review: A True West That Simmers Instead of Boiling Over,"Hawke is lighting a fire (literally and figuratively) at the center of the play and clearly having a ball doing it. But on the other side of things, through some imperfect alchemy of actor, director, and character, Dano's Austin can't take the heat. He's so recessive for so long that Lee has nothing much to push against. Shepard builds tension between the brothers scene by scene, but here, an Austin who bends, deflates, and dwindles so easily and so consistently starts to make the play feel repetitive rather than cumulative, a drone rather than a gradual ribcage-rattling crescendo. When Dano finally reaches Austin's key aria - in which he quietly tells Lee the grim, pathetic story of their alcoholic father's trip to Juarez to get all his teeth pulled by a backstreet dentist - he's at last in his melancholy element. But the road to get there has been long and frustratingly flat.",Vulture,Sara Holdren,1/24/19
2,The Visit,8,Broadway Review: __he Visit_ Starring Chita Rivera,"The show is more literary piece than conventional musical. But it has a dark, sinister beauty -- and who could resist a visit from Chita?...And what a commanding figure she strikes...Like the play, McNally's musical treatment of the central dilemma doesn't add much tension to what seems a foregone conclusion. And, like the play, it begins well and ends well, but sags in the middle. The real problem, it seems, is the inadequacy of Anton's soul-searching about his own guilt. Rees looks very much like someone who's going through hell, and he expresses it well in ""Fear."" But this morally shabby character hasn't got an ethical leg to stand on. Kander just can't help himself. Even in what may well be his darkest work, he writes beautiful romantic melodies.",Variety,Marilyn Stasio,4/23/15
0,Dames at Sea,6,__ames at Sea_ Review: Not Quite Clever Enough,"""Dames at Sea,"" the ultra-campy 1966 musical about the you'll-come-back-a-star backstage movie musicals of the early '30s, has finally made it to Broadway. I'm not sure why, since the point of the show...is that it's a low-budget miniature send-up of the genre...though this gussied-up revival...is nothing if not charming. If you like high-velocity tap dancing, you'll see (and hear) plenty of it, and Mr. Skinner flings his tiny cast across the smallish stage of the 597-seat Helen Hayes Theatre with endless visual ingenuity, aided and abetted by Jonathan Tunick's flawless period-style orchestrations for the eight-piece band. So what's not to like? Nothing whatsoever -- but there isn't enough to love about ""Dames at Sea,"" which may have seemed sufficiently witty a half-century ago but has long since been outclassed...",Wall Street Journal,Terry Teachout,10/22/15
1,Motown The Musical,7,Motown: The Musical: Theater Review,"You can't hurry love, but apparently you can hurtle through 25 years of pop history without depth or complexity if Motown: The Musical is any indication. With its narrowly self-serving perspective and simplistic connect-the-dots plotting, Berry Gordy's book makes Jersey Boys look like Eugene O'Neill. And Charles Randolph-Wright's direction struggles to get a fluid handle on the music empire founder's superficial chronicle of his legendary Detroit hit factory. But there's no denying the power and energy of the show's arsenal of killer tunes.",Hollywood Reporter,David Rooney,4/14/13
1,Torch Song,7,Broadway Review: __orch Song_,"Does this history piece hold up? Yes, in the sense that the show is kind to its characters and true to its dated sensibilities. No, in the sense that the characters are unbelievably sweet and its sensibilities are dated. But the playwright is nothing if not generous to Arnold, who is a real mensch after all. If you want to take him to your heart, you really have to imagine someone like... well, Harvey Fierstein, in the lead role.",Variety,Marilyn Stasio,2011/1/18
2,Grace,8,Grace: Theater Review,"Broadway isn__ often the place to ponder big questions, and Wright__ work is loaded with them__A former Methodist seminarian who writes for television and the stage, the playwright makes this weighty diet palatable and stimulating. His careful consideration of ideas could use sharper teeth, but he opens provocative areas for debate rather than sermonizing or mocking...Grace is a peculiar play that won__ be for everyone, and its payoff is definitely muted. But in a Broadway fall lineup stacked with revivals of familiar material, its unsettling mood is compelling.",Hollywood Reporter,David Rooney,2010/4/12
2,Glengarry Glen Ross,10,Glengarry Glen Ross,"Pacino and Cannavale are fierce and hilarious, rattling through the Mametspeak. But the entire cast blazes in Daniel Sullivan's tight, anger-unmanaged staging: David Harbour's humiliated office prick, Williamson; John C. McGinley's bilious Moss; Richard Schiff's schlemiel Aaronow; Jeremy Shamos's spineless Lingk; and Murphy Guyer's cop, Baylen. They may be weak, craven shells of men, but they close on one of the biggest deals of the season.",Time Out NY,David Cote,2012/8/12
0,Cat on a Hot Tin Roof,4,Tales of the Lonely Crowd,"The world really didn't need yet another ""Cat on a Hot Tin Roof,"" least of all the one that just opened in New York. This is the third time in the past decade that Tennessee Williams's overripe, overwrought 1955 play about a grossly dysfunctional Southern couple (he's probably gay, she's definitely miserable) has been revived on Broadway. Like its predecessors, it's a belly-up disaster whose existence can be explained, if not justified, by the presence of a movie star in the cast.",Wallstreet Journal,Terry Teachout,1/17/13
1,Gigi,8,Vanessa Hudgens is at ease in a girl-power revival of __igi_,"Happily, the Broadway ""revisal"" that just opened -- headlined by ""High School Musical"" star Vanessa Hudgens -- does a fine job retooling the plot so it's more in line with modern ideas about women and romance...Heidi Thomas' retooled book isn't quite a feminist call to girl power, but at least her Gigi's making deliberate choices considering the limited options available to women back then. And while her trebly voice has limited range, Hudgens is comfortable onstage and gives the character a playful assurance...she has a warm rapport with Clark and Hoty, and you want to see Gigi with them rather with puppyish Gaston and his suave uncle, Honor_ (Howard McGillin). Director Eric Schaeffer (""Follies"") has given the story an elegant casing...This honorable ""Gigi"" may be a good pick if you can't get into ""Wicked"" on Take Your Daughter to the Theater Day.",NY Post,Elisabeth Vincentelli,2004/8/15
2,Fish in the Dark,8,"'Fish in the Dark' is prett-ay, prett-ay, prett-ay good","""Fish in the Dark,"" the new Broadway comedy written by and starring Larry David, might as well be called ""Curb Your Enthusiasm: Live"" or ""Larry David and Friends""...the bespectacled, balding David is playing the same sort of socially awkward, extremely inappropriate, befuddled, self-centered smartass. Hardly a great work of dramatic literature, ""Fish in the Dark"" hearkens back to the silly and insubstantial Broadway comedies of the 1960s, full of one-dimensional characters and nonsensical farce...""Fish in the Dark"" is essentially just a showcase for David, with the other characters serving as stick figures for him to play off. Without him, there would be no point to the play. It would be casting someone else to play him on ""Curb Your Enthusiasm."" David's abilities as a stage actor are limited (especially his vocal projection), but he is nevertheless idiosyncratic, relatable and sort of endearing. You may not want to see him do Shakespeare, but you do leave the theater wanting to hang out with the guy.",amNY,Matt Windman,2003/5/15
0,Head Over Heels,3,__ead Over Heels_ review: Go-Go__ jukebox musical has not __ot the beat_,"Um, no. Contrary to the affirmatively cheery chant of its opening number, ""Head Over Heels,"" a new jukebox musical on Broadway in which the hit songs of the all-female 1980s pop-punk band The Go-Go's are inserted into a ridiculous Elizabethan-era pastiche, has not ""got the beat."" That probably got lost long ago in the development of this oddball property",amNY,Matt Windman,7/26/18
1,Travesties,8,__ravesties_ Broadway Review: Tom Hollander Pulls Out All the Stoppard,"Tom Stoppard's 1974 play ""Travesties,"" which opened Tuesday at Roundabout's American Airlines Theatre in a spirited, quick-paced revival, is a showcase for modern theater's ultimate teacher's pet.",The Wrap,Thom Geier,4/24/18
0,The Mountaintop,5,"April 3, 1968. Lorraine Motel. Evening.","Unfortunately, this big-picture drama (and Ms. Hall__ big picture is bigger than you imagine) is short on revelatory close-ups. And despite an engagingly low-key performance by Mr. Jackson, it never provides the organic details and insights that would make Martin Luther King live anew.",New York Times,Ben Brantley,10/13/11
0,Of Mice and Men,6,"Of Mice and Tired Men: Steinbeck classic returns to Broadway, with James Franco","The migrant-worker tragedy ""Of Mice and Men"" may be compulsory reading in freshman English, but should it feel like homework for Broadway audiences, too?...We're meant to see in George, and his tough-love tendernesses toward Lennie, the forces of redemption at work. Except we don't see much of anything in Franco's inexpressive countenance. Poised handsomely in work clothes, he registers changes in his features barely perceptibly, as if he is waiting during the 15th take for the camera to pick up the facial nuances...O'Dowd is called on here to convey intellectual slowness in that big, conventionally physical way, with slurred speech and a slightly unfocused gaze. It's a better than serviceable performance under the circumstances; he's doubtless required to fill some of the emotional vacuum left by his co-star.",Washington Post,Peter Marks,4/16/14
2,Lucky Guy,9,Tom Hanks is quite the headliner in 'Lucky Guy',"The actor whose name sits above the marquee proves equally adroit. McAlary, whose columns could be as unsparing on alleged crime victims as they were on rogue cops, made his share of professional and personal missteps; and Hanks shows us his capacity for arrogance and recklessness. But the actor also makes McAlary's human fallibility part of his appeal, bringing to the role a crustier version of the unmannered charm that made Hanks one of Hollywood's most likable leading men. That's a key asset here, as something like it surely helped McAlary form the regular-guy bonds that fed his biggest scoops.",USA Today,Elysa Gardner,2004/1/13
0,Dames at Sea,6,Dames at Sea,"Dames at Sea was launched in 1966 at the downtown coffeehouse Caffe Cino, where its affectionate send-up of 1930s movie musicals tapped -- or, rather, tap-danced -- into nostalgia for the busily silly spectacles of yesteryear. Now it's on Broadway, where it lands like a harmless piece of wet fluff. The first 20 minutes of wide-eyed antics are cute; then your mind starts to wander. Dames at Sea's mild pastiche...is passable but pass_ -- imagine a revival, half a century from now, of a Fringe show about the '80s -- and it's presented with tongue so far in cheek that it can't say much at all. The cast of six works hard to sell it, though...Director-choreographer Randy Skinner gives them furiously fast tap numbers to perform, as though they were pumping invisible air pedals to keep the show from deflating. In the end, no such luck: pfffffft.",TimeOut NY,Adam Feldman,10/22/15
0,Dames at Sea,4,"'Dames at Sea' review: One-joke show sinks, 47 years later","So the current big-time revival does what its late creators -- composer Jim Wise, author/lyricists George Haimsohn and Robin Miller -- apparently wanted their modest takeoff to accomplish. The production, directed and choreographed by Randy Skinner, has a hard-tapping, hardworking cast of six and enough varieties of I-love-to-dance smiles to become their own emoticons. What the musical does not have -- in addition to a breakout ing_nue to elevate the unrelentingly, cheerfully lame nonsense -- is charm. This is, to put it gently, a one-joke show. And we get the joke -- we get it, we get it -- over and over the tap-happy two hours.",Newsday,Linda Winer,10/22/15
2,No Man's Land,8,Review: Ambiguity Abounds in WAITING FOR GODOT & NO MAN'S LAND,"Director Sean Mathias and his talented quartet of actors (they are billed above the title alphabetically as Billy Crudup, Shuler Hensley, Ian McKellen and Patrick Stewart) do lovely service to both of them. No big bangs and whistles at the Cort Theatre; just a solidly acted pair of straightforward mountings that, despite all the attention paid to the two more famously named stage artists, serve the playwrights very well.",BroadwayWorld,Michael Dale,11/24/13
2,Let It Be,7,"'Let It Be' brings Beatles back to Broadway, again","Watching the new Beatles homage Let It Be (* * _ out of four), certain audience members are bound to feel a sense of d_j_ vu - not for the Fab Four themselves, but for the last Broadway salute to them...Luckily, Let It Be's company, which includes supporting musicians, is competent enough as singers and instrumentalists to make the numbers compelling. A few of Fox's high notes were shaky at the preview, and the energy sagged a bit during an Unplugged-style acoustic segment that included such haunting classics as Blackbirdand Norwegian Wood. But more driving, muscular favorites, from Ticket to Ride to Come Together, were executed with enough panache to make you appreciate their magic, even without fully recapturing it. Which pretty much sums up both the appeal and the limitations of Let It Be - and other shows like it.",USA Today,Elysa Gardner,7/24/13
1,Saint Joan,8,__aint Joan_ Broadway Review: Condola Rashad Stakes Claim On Shaw__ Firebrand,"Directed by Daniel Sullivan with an easy flow that appears to modernize the 1923 play and keep all that Shavian verbiage moving at a smart clip, Saint Joan would seem an ideal resurrection for an era of #MeToo and the rejection of binary gender cages, but this Joan doesn't quite drive its sword into that ground as forcefully as you might hope.",Deadline,Greg Evans,4/25/18
0,Beetlejuice,6,BEETLEJUICE: TIM BURTON__ 1988 CULT FILM KINDA MUSICALIZED,"So with the adjusted book, audiences are now treated to this watered down, gussied up Beetlejuice. The production seesaws somewhat precariously between the dead Adam and Barbara, and the spots-the-dead Lydia. Adam and Barbara, sometimes throwing sheets over themselves to appear as traditional ghosts, seem to be fighting for attention with Lydia's wanting to resurrect her mother. All the while, the comically desperate Beetlejuice contrives to do his handwringing worst.",New York Stage Review,David Finkle,4/25/19
0,Cats,4,Broadway review: Cats at the Neil Simon Theater,"Today, Cats feels experimental only in the sense of writing a show as if Oklahoma! and Company never happened. Lloyd Webber's ability to craft a coherent book musical has always been shaky (School of Rock being a late-career exception to the rule). Cats is an attenuated high-concept revue that grows tedious by its second act. A bunch of cats slink out one night, introduce themselves and, by the end, two of them go to kitty heaven. Now and then you may catch a word not normally heard on Broadway: ""ineffable"" or ""perpendicular.""",TimeOut NY,David Cote,7/31/16
0,Amazing Grace,5,'Amazing Grace': Theater Review,"There's no questioning the sincerity of Amazing Grace... Heartfelt sentiments relating to the nation's shameful history of slavery and racism no doubt contribute to get audience members standing at the conclusion of this musical, as the full ensemble's voices unite in an uplifting rendition of the title song. But that emotional release is a long time coming in a 2_-hour show in which the stories of the secondary black characters are invariably more involving than those of the blandly drawn, white central figures...Young and Mackey both give committed performances, but their singing has no emotional range - he's all one-note intensity while her light soprano is pretty and period-appropriate but short on passion - and their romance is the stuff of trite melodrama...The most affecting moments come from Cooper's Thomas and Michelle's Nanna, both of them figures of great dignity and contained sorrow; and oddly enough, from Hewitt's Captain Newton...",Hollywood Reporter,David Rooney,7/16/15
2,Honeymoon in Vegas,7,High Jinks and Hold Ups,"Funny? You bet, and Mr. Brown has crunched the dramatic exposition of the film into a fast-moving sequence of musical numbers whose sterling craftsmanship is marvelous to behold, starting with one of the smartest list songs to hit Broadway in decades: ""She likes hockey. No, I swear! / She likes guys with thinning hair! / And I love Betsy!"" What's more, Ms. O'Malley, a stunningly sharp-witted stage performer whose talent has heretofore been squandered on second-banana parts, proves herself more than equal to the challenge of a starring role. She's almost reason enough to see ""Honeymoon in Vegas,"" and Gary Griffin's on-the-button staging and Anna Louizos's deluxe sets display her to ideal advantage.",Wall Street Journal,Terry Teachout,1/15/15
2,Disgraced,8,"__isgraced_ Theater Review: Josh Radnor, Gretchen Mol Join Hari Dhillon for a Broadway Brawl","The theater might not have entertained such a party gone bad since George and Martha invited Nick and Honey over for drinks in ""Who's Afraid of Virginia Woolf?""...Akhtar comes at every question with guns firing from all four corners. Two minutes into the dinner party, his ethnic construct doesn't seem contrived. It recedes, the Indian -- and African American characters turn out to be the foursomes' bona fide conservatives, and soon there's much more violence on stage than ever entered the heads of George, Martha, and guests. But, and this is a significant ""but,"" there's another 30 minutes to ""Disgraced."" Akhtar brackets his dinner party from the Ninth Circle with scenes between Amir and his nephew (Danny Ashok)...It's baffling and more than a little unsatisfying to have a minor character undergo the play's greatest metamorphosis and to do so offstage when the major characters are fighting it out onstage.",The Wrap,Robert Hofler,10/23/14
2,The Trip to Bountiful,10,The Trip to Bountiful,"Cicely Tyson may be small of frame and advanced in years, but she can still bust clear through a wall. The fourth wall, I mean: the one that separates the audience from Horton Foote's wistful, beautifully wrought diorama, The Trip to Bountiful...Rashad is understated and touching as Carrie's temporary traveling companion...Gooding and Williams flesh out their roles with acute sensitivity and humor...Tyson, returning to Broadway after 30 years, looks perfectly at home...This soul-stirring and flawless staging performs the same rejuvenation: Bountiful seems as fresh and vibrant as the day Foote finished it.",Time Out NY,David Cote,4/23/13
2,The Assembled Parties,8,Legit Review: __he Assembled Parties_,"Whatever headaches Richard Greenberg might be having, what with this month's closing of ""Breakfast at Tiffany's"" on Broadway and next month's opening of ""Far from Heaven"" at Playwrights Horizons, he can relax about ""The Assembled Parties."" The Manhattan Theater Club, with a.d. Lynne Meadow at the helm, has done a sweet job on his messy but moving domestic comi-dram about a Jewish family living - and eating and arguing - over two decades in a 14-room rent-stabilized apartment on Manhattan's Upper West Side.",Variety,Marilyn Stasio,4/17/13
2,On the Twentieth Century,9,"Review: __n the Twentieth Century,_ With Kristin Chenoweth, Opens on Broadway","Perhaps best of all, this ""Century"" brings Ms. Chenoweth and Mr. Gallagher back to Broadway, where they can demonstrate the subtleties of being larger than life. These fine performers have been largely confined to television screens in recent years. And they grab the chance to chew (and devour) some real live scenery - and in Ms. Chenoweth's case, hit pretty much every note on the scale, musical and otherwise - with the ecstatic vengeance of genies let out of their bottles.",New York Times,Ben Brantley,3/15/15
2,Fun Home,9,"__un Home,_ Intimate And Powerful, Defies Broadway__ Demand For Spectacle _ Review","A memory musical, as haunted and haunting as The Glass Menagerie, thanks to Kron's quicksilver script and lyrics and the music by Tesori (Violet, Shrek, Caroline, Or Change), whose work merges the experimentalism and euphony that suffuse the best of Sondheim; the only other contemporary composer in this vein was the late Jonathan Larson (Rent).",Deadline,Jeremy Gerard,4/19/15
1,Glengarry Glen Ross,6,"Glengarry Glen Ross, Gerald Schoenfeld Theatre, New York","Even in an only reasonably involving production, such as the new Broadway revival starring Al Pacino, we are reminded that, whatever the state of the playwright's recent fortunes _ his latest play, The Anarchist , is being pulled from Broadway two months early after disastrous notices _ his earlier work remains powerful enough to spawn envy.",Financial Times,Brendan Lemon,2012/8/12
2,All The Way,8,Broadway Review: Bryan Cranston as LBJ in __ll the Way_,"What do you say we take up a collection and send every one of those clowns in Congress to ""All the Way,"" Robert Schenkkan's jaw-dropping political drama about President Lyndon B. Johnson's Herculean efforts (and Pyrrhic sacrifices) to get the 1964 Civil Rights Act passed. Bryan Cranston - three-time Emmy winner and everybody's favorite bad boy as the scholarly drug czar in ""Breaking Bad"" - owns the role of LBJ, cracking the politician's hard shell to expose the man's personal crisis of conscience. But the shocker is watching real legislators legislating, crossing the aisle, however reluctantly, to get difficult things done.",Variety,Marilyn Stasio,2003/6/14
